Order ID,Order Date,Customer Name,Segment,Region,Category,Sub Category,Quantity,Unit Price,Discount,Sales,Profit
ORD-12843,2024-06-10,Customer 861,Consumer,Central,Stationery,Pen Set,7,7.54,0.0,52.78,14.85
ORD-11567,2024-06-10,Customer 33,Corporate,Central,Furniture,Bed Frame,4,491.07,0.0,1964.28,220.06
ORD-12255,2024-06-10,Customer 571,Corporate,Central,Stationery,Notebook,7,21.85,0.0,152.95,32.59
ORD-12499,2024-06-10,Customer 744,Consumer,East,Stationery,Notebook,1,28.84,0.15,24.51,-1.62
ORD-11954,2024-06-11,Customer 410,Corporate,West,Furniture,Office Chair,7,514.45,0.0,3601.15,856.94
ORD-10113,2024-06-11,Customer 149,Corporate,North,Stationery,Backpack,4,23.07,0.0,92.28,9.05
ORD-10462,2024-06-11,Customer 612,Home Office,West,Clothing,Jacket,3,86.9,0.1,234.63,67.51
ORD-11104,2024-06-11,Customer 893,Home Office,South,Home & Kitchen,Air Fryer,2,71.11,0.15,120.89,18.65
ORD-12719,2024-06-11,Customer 168,Consumer,North,Home & Kitchen,Air Fryer,1,170.92,0.1,153.83,13.88
ORD-11662,2024-06-12,Customer 592,Consumer,East,Stationery,Whiteboard,7,32.0,0.0,224.0,14.03
ORD-12655,2024-06-12,Customer 658,Home Office,Central,Electronics,Laptop,1,704.37,0.15,598.71,109.41
ORD-12861,2024-06-12,Customer 816,Home Office,West,Home & Kitchen,Lamp,2,98.92,0.0,197.84,16.29
ORD-12096,2024-06-12,Customer 633,Home Office,Central,Furniture,Bookshelf,7,284.84,0.0,1993.88,150.57
ORD-12225,2024-06-13,Customer 126,Home Office,South,Clothing,Jeans,4,60.92,0.0,243.68,52.79
ORD-11436,2024-06-13,Customer 642,Home Office,Central,Home & Kitchen,Lamp,2,81.84,0.0,163.68,29.03
ORD-11892,2024-06-13,Customer 115,Home Office,West,Electronics,Headphones,1,96.33,0.0,96.33,11.26
ORD-11299,2024-06-13,Customer 397,Corporate,West,Stationery,Pen Set,5,20.99,0.15,89.21,14.93
ORD-12221,2024-06-14,Customer 307,Consumer,Central,Home & Kitchen,Lamp,5,24.6,0.0,123.0,17.32
ORD-12204,2024-06-14,Customer 539,Consumer,Central,Clothing,Sneakers,7,15.34,0.15,91.27,10.5
ORD-11600,2024-06-14,Customer 894,Corporate,Central,Clothing,T-Shirt,7,67.83,0.0,474.81,84.64
ORD-10261,2024-06-14,Customer 479,Home Office,West,Stationery,Pen Set,6,21.66,0.0,129.96,36.67
ORD-12196,2024-06-14,Customer 792,Corporate,West,Furniture,Sofa,6,228.81,0.2,1098.29,298.0
ORD-12675,2024-06-14,Customer 814,Consumer,North,Electronics,Smartwatch,7,288.06,0.05,1915.6,178.12
ORD-11768,2024-06-15,Customer 514,Home Office,West,Home & Kitchen,Air Fryer,4,29.9,0.05,113.62,13.08
ORD-11136,2024-06-16,Customer 785,Consumer,East,Electronics,Tablet,5,145.94,0.0,729.7,125.04
ORD-12780,2024-06-16,Customer 248,Home Office,West,Home & Kitchen,Blender,7,118.98,0.0,832.86,108.13
ORD-12316,2024-06-16,Customer 75,Consumer,West,Electronics,Smartphone,6,840.02,0.15,4284.1,459.21
ORD-10895,2024-06-17,Customer 156,Corporate,South,Clothing,Jacket,5,34.91,0.1,157.09,53.61
ORD-11618,2024-06-17,Customer 162,Corporate,East,Furniture,Desk,1,419.66,0.05,398.68,74.59
ORD-11096,2024-06-17,Customer 335,Home Office,East,Furniture,Desk,6,374.34,0.05,2133.74,523.12
ORD-12887,2024-06-17,Customer 227,Corporate,North,Furniture,Bookshelf,5,88.49,0.0,442.45,83.68
ORD-12546,2024-06-17,Customer 146,Consumer,West,Electronics,Tablet,3,658.01,0.0,1974.03,286.89
ORD-12527,2024-06-17,Customer 560,Home Office,North,Clothing,T-Shirt,1,89.94,0.0,89.94,25.73
ORD-10375,2024-06-17,Customer 401,Home Office,East,Furniture,Bookshelf,1,311.83,0.0,311.83,32.61
ORD-11239,2024-06-18,Customer 791,Consumer,North,Stationery,Pen Set,7,17.18,0.0,120.26,23.46
ORD-12525,2024-06-18,Customer 69,Corporate,West,Home & Kitchen,Air Fryer,7,19.95,0.2,111.72,25.6
ORD-12699,2024-06-18,Customer 301,Home Office,South,Electronics,Smartphone,3,126.56,0.0,379.68,103.78
ORD-12788,2024-06-18,Customer 228,Consumer,East,Home & Kitchen,Lamp,7,31.18,0.0,218.26,44.27
ORD-11258,2024-06-19,Customer 801,Consumer,East,Stationery,Desk Organizer,3,9.85,0.15,25.12,0.02
ORD-10800,2024-06-19,Customer 404,Corporate,South,Stationery,Notebook,4,4.87,0.0,19.48,1.69
ORD-10985,2024-06-19,Customer 818,Consumer,East,Home & Kitchen,Lamp,7,154.0,0.05,1024.1,338.75
ORD-12219,2024-06-19,Customer 273,Home Office,North,Furniture,Office Chair,3,188.65,0.2,452.76,82.99
ORD-12979,2024-06-19,Customer 73,Consumer,North,Stationery,Whiteboard,5,24.68,0.2,98.72,26.81
ORD-11571,2024-06-20,Customer 162,Home Office,East,Clothing,Cap,4,27.8,0.0,111.2,19.81
ORD-11856,2024-06-20,Customer 604,Corporate,West,Electronics,Headphones,6,396.59,0.0,2379.54,722.94
ORD-12712,2024-06-20,Customer 291,Consumer,West,Stationery,Whiteboard,5,34.57,0.0,172.85,8.72
ORD-10141,2024-06-20,Customer 791,Home Office,West,Clothing,Sneakers,4,21.51,0.0,86.04,8.26
ORD-11277,2024-06-21,Customer 890,Consumer,Central,Clothing,Cap,1,40.48,0.0,40.48,8.64
ORD-11514,2024-06-21,Customer 705,Corporate,North,Stationery,Notebook,1,12.42,0.0,12.42,3.51
ORD-10099,2024-06-21,Customer 892,Consumer,North,Home & Kitchen,Blender,1,108.85,0.0,108.85,5.98
ORD-11727,2024-06-21,Customer 772,Consumer,East,Electronics,Laptop,4,112.94,0.0,451.76,115.22
ORD-10461,2024-06-21,Customer 53,Consumer,Central,Furniture,Office Chair,6,234.19,0.1,1264.63,257.69
ORD-12284,2024-06-21,Customer 326,Corporate,East,Electronics,Laptop,6,619.01,0.0,3714.06,511.69
ORD-10021,2024-06-21,Customer 286,Home Office,East,Furniture,Office Chair,7,581.12,0.2,3254.27,441.73
ORD-11614,2024-06-21,Customer 783,Consumer,North,Furniture,Bed Frame,7,390.09,0.1,2457.57,130.22
ORD-10742,2024-06-22,Customer 361,Consumer,Central,Clothing,Cap,7,22.36,0.0,156.52,48.68
ORD-10453,2024-06-22,Customer 387,Consumer,East,Furniture,Sofa,1,95.36,0.15,81.06,4.99
ORD-12040,2024-06-22,Customer 332,Home Office,East,Stationery,Backpack,2,7.14,0.0,14.28,4.66
ORD-10748,2024-06-22,Customer 345,Corporate,North,Furniture,Bed Frame,4,132.6,0.0,530.4,178.01
ORD-11866,2024-06-22,Customer 64,Consumer,North,Stationery,Whiteboard,2,8.94,0.05,16.99,1.8
ORD-12590,2024-06-23,Customer 830,Consumer,South,Clothing,Cap,4,31.06,0.2,99.39,7.2
ORD-11918,2024-06-23,Customer 659,Consumer,North,Home & Kitchen,Blender,6,153.17,0.0,919.02,158.86
ORD-11397,2024-06-23,Customer 649,Home Office,West,Clothing,Sneakers,7,85.37,0.0,597.59,146.59
ORD-12428,2024-06-23,Customer 273,Home Office,Central,Clothing,Jacket,6,60.54,0.1,326.92,90.81
ORD-11774,2024-06-24,Customer 835,Home Office,South,Clothing,Cap,4,18.25,0.0,73.0,23.21
ORD-10416,2024-06-24,Customer 100,Home Office,North,Home & Kitchen,Lamp,6,28.83,0.05,164.33,40.16
ORD-12547,2024-06-24,Customer 889,Corporate,Central,Stationery,Notebook,5,10.44,0.0,52.2,17.74
ORD-12158,2024-06-25,Customer 899,Consumer,East,Home & Kitchen,Air Fryer,2,181.56,0.05,344.96,37.52
ORD-10799,2024-06-25,Customer 273,Consumer,North,Electronics,Laptop,2,899.57,0.0,1799.14,366.8
ORD-11734,2024-06-25,Customer 501,Consumer,West,Home & Kitchen,Vacuum Cleaner,4,128.98,0.0,515.92,101.62
ORD-12639,2024-06-25,Customer 114,Corporate,North,Electronics,Tablet,1,187.62,0.05,178.24,41.99
ORD-10697,2024-06-25,Customer 810,Consumer,Central,Home & Kitchen,Vacuum Cleaner,5,37.92,0.1,170.64,11.28
ORD-11888,2024-06-25,Customer 344,Home Office,West,Stationery,Whiteboard,1,11.1,0.0,11.1,2.24
ORD-11301,2024-06-25,Customer 493,Home Office,West,Electronics,Smartwatch,6,809.94,0.0,4859.64,1260.67
ORD-10621,2024-06-25,Customer 885,Consumer,South,Furniture,Bookshelf,5,393.55,0.0,1967.75,386.45
ORD-11859,2024-06-25,Customer 676,Consumer,South,Furniture,Office Chair,6,447.78,0.15,2283.68,173.62
ORD-10397,2024-06-26,Customer 270,Corporate,South,Stationery,Pen Set,6,37.01,0.0,222.06,48.16
ORD-10490,2024-06-26,Customer 644,Consumer,North,Clothing,T-Shirt,5,24.43,0.0,122.15,37.32
ORD-11565,2024-06-26,Customer 568,Consumer,North,Clothing,Sneakers,2,25.49,0.15,43.33,-2.2
ORD-12664,2024-06-26,Customer 843,Home Office,East,Clothing,Cap,1,36.8,0.0,36.8,2.66
ORD-12883,2024-06-26,Customer 544,Consumer,Central,Home & Kitchen,Lamp,3,140.97,0.0,422.91,47.61
ORD-11573,2024-06-26,Customer 791,Corporate,North,Home & Kitchen,Blender,7,119.6,0.0,837.2,82.15
ORD-12556,2024-06-26,Customer 427,Corporate,Central,Stationery,Backpack,6,10.98,0.0,65.88,19.07
ORD-12272,2024-06-26,Customer 730,Corporate,West,Clothing,T-Shirt,3,31.45,0.0,94.35,26.3
ORD-11786,2024-06-26,Customer 471,Consumer,North,Clothing,Cap,5,32.16,0.05,152.76,40.7
ORD-11539,2024-06-27,Customer 54,Corporate,West,Home & Kitchen,Blender,3,75.92,0.0,227.76,45.84
ORD-12217,2024-06-27,Customer 623,Consumer,South,Electronics,Headphones,6,650.17,0.0,3901.02,790.21
ORD-10444,2024-06-28,Customer 796,Corporate,East,Home & Kitchen,Cookware Set,6,118.72,0.05,676.7,164.32
ORD-11763,2024-06-28,Customer 314,Consumer,South,Clothing,Cap,1,65.77,0.0,65.77,5.14
ORD-12413,2024-06-28,Customer 549,Consumer,South,Home & Kitchen,Lamp,2,16.29,0.0,32.58,2.84
ORD-11855,2024-06-28,Customer 330,Consumer,North,Electronics,Smartwatch,2,682.66,0.0,1365.32,148.32
ORD-12862,2024-06-29,Customer 783,Corporate,East,Clothing,Jeans,1,53.07,0.0,53.07,7.69
ORD-12404,2024-06-29,Customer 334,Corporate,West,Home & Kitchen,Blender,2,174.69,0.05,331.91,42.87
ORD-12986,2024-06-29,Customer 105,Corporate,North,Furniture,Sofa,3,102.07,0.0,306.21,25.08
ORD-11289,2024-06-29,Customer 861,Corporate,South,Home & Kitchen,Blender,3,110.92,0.15,282.85,49.32
ORD-10582,2024-06-30,Customer 374,Home Office,South,Clothing,Jeans,4,53.59,0.2,171.49,6.93
ORD-12722,2024-06-30,Customer 597,Corporate,Central,Clothing,Jeans,1,35.04,0.0,35.04,7.27
ORD-11255,2024-06-30,Customer 60,Home Office,South,Stationery,Backpack,1,38.76,0.0,38.76,5.44
ORD-11554,2024-06-30,Customer 141,Home Office,West,Furniture,Sofa,3,226.45,0.0,679.35,85.7
ORD-11233,2024-07-01,Customer 203,Corporate,North,Home & Kitchen,Vacuum Cleaner,7,110.36,0.0,772.52,260.48
ORD-12261,2024-07-01,Customer 103,Corporate,South,Stationery,Whiteboard,2,29.63,0.0,59.26,9.52
ORD-11470,2024-07-01,Customer 899,Consumer,Central,Electronics,Headphones,3,105.36,0.15,268.67,55.57
ORD-11880,2024-07-01,Customer 787,Consumer,West,Clothing,Cap,1,33.85,0.0,33.85,11.25
ORD-11262,2024-07-01,Customer 376,Corporate,Central,Furniture,Sofa,2,684.05,0.1,1231.29,255.86
ORD-10824,2024-07-02,Customer 768,Home Office,West,Clothing,Jacket,6,53.42,0.1,288.47,22.93
ORD-11560,2024-07-02,Customer 718,Consumer,North,Clothing,Cap,1,84.29,0.0,84.29,11.74
ORD-11297,2024-07-02,Customer 389,Home Office,West,Home & Kitchen,Lamp,6,161.44,0.0,968.64,156.93
ORD-10579,2024-07-02,Customer 309,Consumer,West,Clothing,Jacket,1,83.29,0.0,83.29,26.89
ORD-12496,2024-07-02,Customer 740,Corporate,North,Furniture,Bed Frame,1,414.55,0.0,414.55,98.14
ORD-11093,2024-07-02,Customer 253,Consumer,Central,Furniture,Sofa,6,458.52,0.0,2751.12,931.15
ORD-10884,2024-07-03,Customer 95,Consumer,North,Clothing,Jacket,5,62.74,0.0,313.7,45.73
ORD-10796,2024-07-03,Customer 521,Home Office,South,Clothing,Jeans,2,36.16,0.15,61.47,12.33
ORD-12902,2024-07-03,Customer 270,Consumer,South,Furniture,Sofa,7,436.59,0.0,3056.13,870.41
ORD-10308,2024-07-04,Customer 494,Consumer,South,Home & Kitchen,Blender,7,56.94,0.0,398.58,39.44
ORD-12243,2024-07-04,Customer 314,Consumer,South,Furniture,Bookshelf,1,564.45,0.2,451.56,52.77
ORD-12539,2024-07-04,Customer 891,Consumer,East,Home & Kitchen,Air Fryer,5,104.59,0.0,522.95,49.33
ORD-11287,2024-07-04,Customer 432,Corporate,Central,Stationery,Backpack,6,3.71,0.15,18.92,-1.59
ORD-11668,2024-07-04,Customer 7,Corporate,Central,Electronics,Tablet,1,240.61,0.0,240.61,73.74
ORD-12952,2024-07-04,Customer 15,Consumer,South,Home & Kitchen,Cookware Set,7,78.3,0.1,493.29,42.01
ORD-10364,2024-07-05,Customer 737,Home Office,West,Electronics,Laptop,3,484.81,0.05,1381.71,363.39
ORD-10057,2024-07-05,Customer 520,Home Office,East,Electronics,Smartwatch,3,313.13,0.05,892.42,218.44
ORD-10232,2024-07-05,Customer 20,Consumer,South,Electronics,Smartwatch,6,548.65,0.1,2962.71,286.25
ORD-10959,2024-07-05,Customer 242,Consumer,West,Home & Kitchen,Cookware Set,3,177.1,0.0,531.3,122.18
ORD-10310,2024-07-05,Customer 862,Corporate,West,Clothing,Sneakers,1,11.32,0.0,11.32,3.22
ORD-11084,2024-07-05,Customer 861,Consumer,East,Clothing,T-Shirt,1,80.57,0.0,80.57,9.03
ORD-10765,2024-07-05,Customer 185,Consumer,Central,Clothing,Cap,2,76.66,0.0,153.32,24.09
ORD-12615,2024-07-06,Customer 651,Consumer,North,Electronics,Smartwatch,3,737.81,0.0,2213.43,536.18
ORD-12214,2024-07-06,Customer 207,Consumer,South,Furniture,Sofa,6,158.33,0.0,949.98,270.32
ORD-12692,2024-07-06,Customer 54,Corporate,North,Electronics,Headphones,6,124.46,0.0,746.76,187.31
ORD-11404,2024-07-06,Customer 761,Home Office,North,Electronics,Headphones,6,730.45,0.0,4382.7,1039.66
ORD-12113,2024-07-07,Customer 254,Corporate,East,Home & Kitchen,Blender,2,15.68,0.1,28.22,7.7
ORD-12714,2024-07-07,Customer 551,Consumer,Central,Stationery,Whiteboard,7,38.01,0.15,226.16,8.2
ORD-12742,2024-07-08,Customer 727,Consumer,North,Home & Kitchen,Vacuum Cleaner,7,148.27,0.0,1037.89,136.3
ORD-11667,2024-07-08,Customer 803,Corporate,North,Clothing,Cap,1,34.48,0.0,34.48,3.43
ORD-12643,2024-07-08,Customer 485,Consumer,South,Clothing,T-Shirt,7,79.14,0.0,553.98,93.71
ORD-10787,2024-07-08,Customer 123,Consumer,North,Electronics,Headphones,7,452.03,0.0,3164.21,577.43
ORD-10630,2024-07-08,Customer 249,Consumer,West,Stationery,Pen Set,6,36.09,0.05,205.71,15.71
ORD-10681,2024-07-08,Customer 596,Home Office,North,Electronics,Smartphone,5,267.58,0.0,1337.9,144.8
ORD-11659,2024-07-08,Customer 601,Corporate,North,Electronics,Smartwatch,3,376.21,0.05,1072.2,189.41
ORD-12276,2024-07-08,Customer 830,Consumer,North,Furniture,Office Chair,3,306.37,0.0,919.11,92.39
ORD-11795,2024-07-08,Customer 176,Consumer,West,Electronics,Headphones,5,446.37,0.0,2231.85,420.06
ORD-11910,2024-07-09,Customer 550,Corporate,North,Clothing,Jeans,7,12.54,0.05,83.39,28.09
ORD-10270,2024-07-09,Customer 94,Consumer,East,Home & Kitchen,Cookware Set,5,43.91,0.2,175.64,27.78
ORD-12593,2024-07-10,Customer 18,Home Office,West,Electronics,Headphones,2,550.62,0.1,991.12,79.75
ORD-10613,2024-07-10,Customer 586,Consumer,North,Electronics,Smartwatch,5,710.18,0.05,3373.35,576.34
ORD-12636,2024-07-10,Customer 289,Consumer,East,Stationery,Whiteboard,7,26.74,0.0,187.18,28.39
ORD-12825,2024-07-10,Customer 147,Consumer,West,Stationery,Whiteboard,6,17.77,0.2,85.3,21.01
ORD-10999,2024-07-10,Customer 343,Consumer,South,Clothing,Jacket,7,27.79,0.05,184.8,47.39
ORD-11417,2024-07-11,Customer 875,Consumer,West,Furniture,Bookshelf,2,616.69,0.1,1110.04,127.79
ORD-11335,2024-07-11,Customer 867,Corporate,East,Clothing,Sneakers,1,84.54,0.0,84.54,19.88
ORD-10080,2024-07-11,Customer 214,Home Office,North,Clothing,Sneakers,2,63.73,0.1,114.71,17.71
ORD-11941,2024-07-12,Customer 431,Corporate,South,Stationery,Desk Organizer,3,6.57,0.0,19.71,3.32
ORD-12461,2024-07-12,Customer 509,Home Office,Central,Furniture,Office Chair,1,503.29,0.0,503.29,128.95
ORD-12385,2024-07-12,Customer 895,Corporate,South,Clothing,Jeans,5,16.52,0.1,74.34,10.81
ORD-11794,2024-07-12,Customer 461,Consumer,South,Clothing,Jacket,2,73.23,0.0,146.46,28.53
ORD-12774,2024-07-13,Customer 305,Corporate,East,Home & Kitchen,Air Fryer,4,26.79,0.0,107.16,31.19
ORD-11821,2024-07-13,Customer 620,Consumer,West,Electronics,Headphones,3,716.63,0.0,2149.89,636.74
ORD-10890,2024-07-13,Customer 681,Consumer,Central,Electronics,Tablet,2,656.28,0.0,1312.56,324.24
ORD-12912,2024-07-13,Customer 537,Consumer,West,Electronics,Smartphone,2,896.55,0.05,1703.44,348.89
ORD-12178,2024-07-13,Customer 384,Corporate,North,Home & Kitchen,Cookware Set,5,168.08,0.05,798.38,80.89
ORD-12641,2024-07-13,Customer 234,Consumer,Central,Clothing,Sneakers,5,71.29,0.05,338.63,45.37
ORD-11563,2024-07-14,Customer 690,Consumer,North,Furniture,Bookshelf,5,370.84,0.0,1854.2,501.68
ORD-12870,2024-07-14,Customer 883,Consumer,East,Clothing,Jacket,2,31.81,0.0,63.62,5.81
ORD-11878,2024-07-14,Customer 662,Corporate,South,Electronics,Laptop,2,811.13,0.0,1622.26,276.2
ORD-10829,2024-07-14,Customer 465,Consumer,South,Clothing,Jacket,1,88.17,0.0,88.17,14.85
ORD-10691,2024-07-14,Customer 165,Consumer,South,Clothing,Sneakers,2,44.77,0.15,76.11,8.96
ORD-12253,2024-07-14,Customer 15,Home Office,West,Clothing,Sneakers,5,11.31,0.0,56.55,7.35
ORD-12168,2024-07-14,Customer 326,Corporate,West,Clothing,Sneakers,7,27.86,0.05,185.27,11.43
ORD-11183,2024-07-14,Customer 870,Home Office,Central,Stationery,Desk Organizer,2,13.32,0.15,22.64,-0.24
ORD-10846,2024-07-14,Customer 542,Consumer,West,Stationery,Whiteboard,2,30.64,0.05,58.22,15.83
ORD-12581,2024-07-14,Customer 784,Corporate,East,Clothing,Sneakers,3,33.43,0.05,95.28,14.67
ORD-10103,2024-07-14,Customer 716,Corporate,Central,Clothing,Sneakers,1,11.0,0.0,11.0,1.9
ORD-11449,2024-07-15,Customer 692,Consumer,West,Clothing,Cap,6,48.57,0.0,291.42,29.96
ORD-12309,2024-07-15,Customer 114,Home Office,North,Stationery,Whiteboard,2,31.84,0.0,63.68,16.24
ORD-12506,2024-07-15,Customer 278,Corporate,Central,Electronics,Smartphone,6,873.52,0.15,4454.95,1322.27
ORD-10032,2024-07-15,Customer 535,Consumer,West,Home & Kitchen,Cookware Set,4,27.31,0.0,109.24,32.49
ORD-12726,2024-07-15,Customer 364,Consumer,Central,Home & Kitchen,Air Fryer,4,107.4,0.0,429.6,50.14
ORD-12637,2024-07-16,Customer 280,Consumer,South,Electronics,Smartphone,1,668.93,0.0,668.93,49.8
ORD-11126,2024-07-16,Customer 317,Home Office,East,Electronics,Smartphone,3,435.43,0.0,1306.29,395.77
ORD-12523,2024-07-16,Customer 561,Consumer,East,Furniture,Sofa,5,665.98,0.15,2830.41,383.45
ORD-10158,2024-07-17,Customer 289,Corporate,East,Clothing,Jeans,3,54.35,0.0,163.05,26.67
ORD-12251,2024-07-17,Customer 813,Consumer,South,Home & Kitchen,Lamp,3,99.59,0.0,298.77,81.7
ORD-11642,2024-07-17,Customer 407,Home Office,South,Home & Kitchen,Vacuum Cleaner,3,112.42,0.0,337.26,115.34
ORD-11203,2024-07-17,Customer 8,Corporate,South,Home & Kitchen,Air Fryer,3,172.17,0.0,516.51,98.82
ORD-12419,2024-07-18,Customer 507,Corporate,South,Home & Kitchen,Blender,6,157.54,0.0,945.24,290.64
ORD-12606,2024-07-18,Customer 489,Consumer,North,Home & Kitchen,Lamp,4,150.57,0.0,602.28,128.29
ORD-10329,2024-07-18,Customer 604,Corporate,East,Furniture,Office Chair,6,228.05,0.0,1368.3,278.23
ORD-10350,2024-07-19,Customer 373,Corporate,West,Clothing,Cap,7,46.63,0.0,326.41,47.43
ORD-12601,2024-07-19,Customer 879,Corporate,North,Furniture,Bookshelf,3,551.08,0.0,1653.24,210.12
ORD-10521,2024-07-19,Customer 64,Corporate,North,Electronics,Smartphone,5,770.79,0.0,3853.95,730.52
ORD-12725,2024-07-19,Customer 874,Consumer,South,Electronics,Smartwatch,7,490.45,0.05,3261.49,921.8
ORD-11407,2024-07-19,Customer 552,Corporate,South,Clothing,Jeans,6,47.62,0.15,242.86,29.13
ORD-12913,2024-07-20,Customer 505,Home Office,North,Electronics,Tablet,4,63.44,0.0,253.76,39.2
ORD-11192,2024-07-20,Customer 723,Corporate,East,Furniture,Sofa,6,478.9,0.1,2586.06,645.07
ORD-10739,2024-07-20,Customer 198,Home Office,Central,Stationery,Notebook,6,13.53,0.0,81.18,15.1
ORD-11382,2024-07-20,Customer 656,Consumer,North,Clothing,Jacket,7,78.0,0.15,464.1,120.5
ORD-12911,2024-07-21,Customer 132,Consumer,South,Electronics,Headphones,2,69.22,0.0,138.44,15.08
ORD-11168,2024-07-21,Customer 629,Consumer,East,Clothing,Jeans,7,63.96,0.0,447.72,42.23
ORD-11867,2024-07-21,Customer 235,Home Office,North,Furniture,Office Chair,4,381.71,0.0,1526.84,85.0
ORD-11469,2024-07-21,Customer 687,Consumer,North,Furniture,Bed Frame,1,642.92,0.0,642.92,216.42
ORD-12337,2024-07-22,Customer 642,Corporate,East,Stationery,Pen Set,4,5.06,0.0,20.24,3.96
ORD-12965,2024-07-22,Customer 341,Corporate,South,Furniture,Bed Frame,5,104.8,0.0,524.0,26.96
ORD-11439,2024-07-22,Customer 134,Consumer,East,Clothing,Jacket,7,15.54,0.15,92.46,1.52
ORD-11917,2024-07-22,Customer 57,Consumer,Central,Furniture,Sofa,6,589.32,0.0,3535.92,744.82
ORD-10653,2024-07-23,Customer 306,Home Office,West,Home & Kitchen,Air Fryer,7,66.27,0.0,463.89,144.1
ORD-12528,2024-07-24,Customer 182,Corporate,West,Home & Kitchen,Blender,5,19.25,0.0,96.25,31.99
ORD-10368,2024-07-24,Customer 72,Corporate,North,Home & Kitchen,Air Fryer,3,35.49,0.05,101.15,13.95
ORD-11927,2024-07-24,Customer 485,Corporate,South,Electronics,Laptop,1,477.64,0.0,477.64,61.9
ORD-10176,2024-07-25,Customer 213,Home Office,North,Clothing,Cap,1,88.18,0.0,88.18,8.47
ORD-10036,2024-07-25,Customer 47,Consumer,South,Clothing,T-Shirt,1,76.68,0.15,65.18,0.2
ORD-10566,2024-07-26,Customer 560,Home Office,Central,Clothing,Jacket,5,18.74,0.1,84.33,12.59
ORD-12303,2024-07-26,Customer 87,Home Office,North,Clothing,Cap,2,67.54,0.0,135.08,39.17
ORD-11653,2024-07-26,Customer 181,Corporate,South,Furniture,Bed Frame,5,396.36,0.1,1783.62,271.19
ORD-11237,2024-07-26,Customer 10,Consumer,South,Furniture,Desk,4,613.61,0.0,2454.44,816.97
ORD-11744,2024-07-27,Customer 14,Consumer,East,Home & Kitchen,Blender,4,146.05,0.15,496.57,161.36
ORD-11460,2024-07-27,Customer 806,Home Office,North,Clothing,Jeans,2,61.45,0.2,98.32,10.51
ORD-11778,2024-07-28,Customer 255,Consumer,North,Electronics,Smartphone,2,549.62,0.15,934.35,213.66
ORD-11360,2024-07-28,Customer 602,Consumer,East,Electronics,Smartwatch,7,432.09,0.15,2570.94,548.04
ORD-10676,2024-07-28,Customer 276,Consumer,East,Home & Kitchen,Cookware Set,7,184.32,0.0,1290.24,434.0
ORD-11649,2024-07-29,Customer 315,Corporate,East,Clothing,Jeans,3,85.96,0.0,257.88,33.32
ORD-12278,2024-07-29,Customer 9,Corporate,South,Stationery,Whiteboard,3,15.05,0.0,45.15,9.37
ORD-11160,2024-07-29,Customer 869,Consumer,East,Home & Kitchen,Lamp,7,148.08,0.0,1036.56,362.5
ORD-10656,2024-07-29,Customer 796,Consumer,West,Electronics,Tablet,4,816.16,0.2,2611.71,460.81
ORD-10686,2024-07-30,Customer 538,Corporate,Central,Clothing,Cap,4,14.6,0.0,58.4,15.34
ORD-10276,2024-07-30,Customer 53,Home Office,Central,Clothing,Jeans,3,73.49,0.0,220.47,57.21
ORD-12989,2024-07-31,Customer 568,Consumer,Central,Clothing,Cap,4,71.5,0.1,257.4,52.32
ORD-12443,2024-07-31,Customer 65,Corporate,East,Stationery,Backpack,4,38.25,0.0,153.0,9.08
ORD-11279,2024-07-31,Customer 357,Corporate,South,Home & Kitchen,Blender,7,47.28,0.0,330.96,113.18
ORD-12786,2024-07-31,Customer 323,Consumer,South,Clothing,Sneakers,2,55.03,0.15,93.55,14.51
ORD-12279,2024-07-31,Customer 357,Consumer,North,Home & Kitchen,Lamp,5,123.65,0.0,618.25,111.28
ORD-11383,2024-08-01,Customer 698,Home Office,East,Stationery,Whiteboard,2,34.41,0.0,68.82,8.8
ORD-12038,2024-08-01,Customer 188,Corporate,East,Electronics,Tablet,4,402.28,0.0,1609.12,291.38
ORD-12410,2024-08-01,Customer 120,Consumer,South,Electronics,Smartphone,6,416.07,0.0,2496.42,603.78
ORD-11870,2024-08-01,Customer 699,Home Office,North,Electronics,Tablet,7,190.79,0.0,1335.53,356.78
ORD-12198,2024-08-01,Customer 824,Consumer,South,Stationery,Desk Organizer,6,30.99,0.0,185.94,26.58
ORD-12363,2024-08-02,Customer 882,Home Office,West,Stationery,Desk Organizer,5,37.09,0.0,185.45,20.94
ORD-10872,2024-08-02,Customer 262,Home Office,South,Electronics,Smartwatch,2,789.49,0.2,1263.18,178.34
ORD-10428,2024-08-02,Customer 734,Corporate,North,Stationery,Backpack,5,7.78,0.05,36.95,10.25
ORD-12677,2024-08-02,Customer 756,Corporate,South,Electronics,Tablet,3,175.44,0.05,500.0,70.74
ORD-12273,2024-08-03,Customer 584,Corporate,South,Home & Kitchen,Air Fryer,3,109.48,0.0,328.44,106.11
ORD-10766,2024-08-03,Customer 221,Consumer,Central,Clothing,Cap,5,48.58,0.15,206.46,13.9
ORD-12747,2024-08-03,Customer 119,Consumer,West,Clothing,Cap,7,36.01,0.0,252.07,43.94
ORD-12319,2024-08-03,Customer 745,Corporate,North,Furniture,Desk,7,322.7,0.05,2145.95,244.71
ORD-11174,2024-08-03,Customer 654,Consumer,East,Clothing,Sneakers,5,37.67,0.0,188.35,39.33
